0 0.5 -0.5 
1 0.5 -0.4 
2 0.5 -0.3 
3 0.5 -0.2 
4 0.5 -0.1 
5 0.5 0 
6 0.5 0.1 
7 0.5 0.2 
8 0.5 0.3 
9 0.5 0.4 
10 0.5 0.5 
11 0.4 -0.5 
12 0.4 -0.4 
13 0.4 -0.3 
14 0.4 -0.2 
15 0.4 -0.1 
16 0.4 0 
17 0.4 0.1 
18 0.4 0.2 
19 0.4 0.3 
20 0.4 0.4 
21 0.4 0.5 
22 0.3 -0.5 
23 0.3 -0.4 
24 0.3 -0.3 
25 0.3 -0.2 
26 0.3 -0.1 
27 0.3 0 
28 0.3 0.1 
29 0.3 0.2 
30 0.3 0.3 
31 0.3 0.4 
32 0.3 0.5 
33 0.2 -0.5 
34 0.2 -0.4 
35 0.2 -0.3 
36 0.2 -0.2 
37 0.2 -0.1 
38 0.2 0 
39 0.2 0.1 
40 0.2 0.2 
41 0.2 0.3 
42 0.2 0.4 
43 0.2 0.5 
44 0.1 -0.5 
45 0.1 -0.4 
46 0.1 -0.3 
47 0.1 -0.2 
48 0.1 -0.1 
49 0.1 0 
50 0.1 0.1 
51 0.1 0.2 
52 0.1 0.3 
53 0.1 0.4 
54 0.1 0.5 
55 -0 -0.5 
56 -0 -0.4 
57 -0 -0.3 
58 -0 -0.2 
59 -0 -0.1 
60 -0 0 
61 -0 0.1 
62 -0 0.2 
63 -0 0.3 
64 -0 0.4 
65 -0 0.5 
66 -0.1 -0.5 
67 -0.1 -0.4 
68 -0.1 -0.3 
69 -0.1 -0.2 
70 -0.1 -0.1 
71 -0.1 0 
72 -0.1 0.1 
73 -0.1 0.2 
74 -0.1 0.3 
75 -0.1 0.4 
76 -0.1 0.5 
77 -0.2 -0.5 
78 -0.2 -0.4 
79 -0.2 -0.3 
80 -0.2 -0.2 
81 -0.2 -0.1 
82 -0.2 0 
83 -0.2 0.1 
84 -0.2 0.2 
85 -0.2 0.3 
86 -0.2 0.4 
87 -0.2 0.5 
88 -0.3 -0.5 
89 -0.3 -0.4 
90 -0.3 -0.3 
91 -0.3 -0.2 
92 -0.3 -0.1 
93 -0.3 0 
94 -0.3 0.1 
95 -0.3 0.2 
96 -0.3 0.3 
97 -0.3 0.4 
98 -0.3 0.5 
99 -0.4 -0.5 
100 -0.4 -0.4 
101 -0.4 -0.3 
102 -0.4 -0.2 
103 -0.4 -0.1 
104 -0.4 0 
105 -0.4 0.1 
106 -0.4 0.2 
107 -0.4 0.3 
108 -0.4 0.4 
109 -0.4 0.5 
110 -0.5 -0.5 
111 -0.5 -0.4 
112 -0.5 -0.3 
113 -0.5 -0.2 
114 -0.5 -0.1 
115 -0.5 0 
116 -0.5 0.1 
117 -0.5 0.2 
118 -0.5 0.3 
119 -0.5 0.4 
120 -0.5 0.5 
